label,text-cat,length-cat,containsMention-cat,isWeekend-cat
0,"is pissed off running from that old man who tried too trash our tent has left me with the battle wombs ",104,0,0
0,"@elanorelle niceee... we ran out of filter coffee art work  not good   forgot my bread to make toast bad start to the day",123,1,0
0,"@alessandrod: dude.. hope you guys are alright except the home/car ",68,1,0
0,"what a lousy day  ... buh...",28,0,0
0,"@rakeman it was in the 80s f just last week! ",45,1,0
0,"just violated the tuners rule.. dont buy non-performance parts. sorry.  ima buy the air filters next time..",107,0,0
0,"@robabanks i can't sleep either ",32,1,0
0,"i have the flu ",15,0,0
0,"@theonewithkatie please! i need someone to go to it with me. ",61,1,0
0,"@chrisdjmoyles didnt get tickets  live in mk gutted xx",55,1,0
0,"@deemaah but i offered to clean twice ",38,1,0
0,"@pinkiecharm sorry you musta got a bit.. sick of my dance tweets.  sorry to have you unfollow me ",98,1,0
0,"can't get past 43 in flight control  http://twitpic.com/2y7f2",61,0,0
0,"morning!! good mood bad pain. lovely day for staying in bed again ",67,0,0
0,"is a twitter loner!!! ",22,0,0
0,"i can't breatheee... i hate being sick! ",40,0,0
0,"it is snowing in tennessee too!! ",33,0,0
0,"@dreadkey i�m k.o'd ..  battered and bruised! ... my arm .. the tambourine..  self conflicted pain! ",103,1,0
0,"i have to wake up in 5 hours  laameeee",38,0,0
0,"my interwebs is so fraked up that i can google maps something on my iphone (3bar gprs ..no 3g!) faster than my 10mbps cable connection! ",136,0,0
0,"isn't feeling well still don't get why people say they're pregnancy is the most beautifull time of they're life ",113,0,0
0,"@sam_piroton hope so - i don't have an iphone (@lauraoliver) ",61,1,0
0,"what is this?? i feel  hotter.. i'm sicker than ever ",53,0,0
0,"@xguccishoesx  seems tony is away in sheffield ",47,1,0
0,"@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him ",136,1,0
0,"tomorrow is another day....damn tomorrow is already today ",58,0,0
0,"watching realkidpoker (daniel negreanu) lose $160000 in four hours real time via twitter. he's losing it ",106,0,0
0,"anticipating a slow empty boring summer ",40,0,0
0,"is off to italy today! no more starcraft for a couple of weeks though ",70,0,0
0,"awake ..why can't i sleep..... got to work @ 6am -4hours ",57,1,0
0,"@karen230683 more shopping!!! sounds like a terrible plan  hope you are not dragging your brother with you this time :p",119,1,0
0,"@dannymcfly haha! tell me about it!.. i dont get it either  x",61,1,0
0,"@jaredleto  i can't sleep i need to work on my speech about huka and youth i hope i get the 10 full marks ",107,1,0
0,"@janinesd no i'm poor. i am not an rn yet so i still have mobi!!! lol!!! ",73,1,0
0,"my search decks on tweetdeck are not working since yesterday  - anyone else have this problem?",94,0,0
0,"@smashleypants awwwww    *virtual flowers chocolates. hugs and kisses* &lt;3",78,1,0
0,"im awake people  got nothing to do today  probably watch tv and get rid of all my programs on sky+ planner ( the joy not !!!! )",128,0,0
0,"out of stock on xbox 360 limied edition red elite at the moment  . i must have one!   http://twitpic.com/2y7g0",110,0,0
0,"morning all. gave the cat his tablet this morning... what a mission that is! he knows what we're up to now and prepares for battle ",131,0,0
0,"@nicholasbraun aww no fair you didn't check the pic i sent you ",64,1,0
0,"@heidimontag we don't get to see season 5 of hills till may ",60,1,0
0,"driving to my parents and chilling with them. well the sun is shining but i don't feel so well today ",102,0,0
0,"@davidt2006 virgin again today i'm afraid as i'm pushed for time. having said that i was delayed 40 mins at brum ",115,1,0
0,"has the biggest headache  but a second job! woo!",48,0,0
0,"can't wait for bring me the horizonnn. too bad curtis ward is not in the band anymore ",86,0,0
0,"no that's not him in the picture. i don't have any pics yet ",61,0,0
0,"working rite now but have a massive headache building and feeling very sick.  .",81,0,0
0,"@darkened_jade yep.....work....started badly and has gone rapidly downhill!  story of my life to be honest ",107,1,0
0," have to work on homework tmrw...",33,0,0
0,"@moony394 lol ugh that's so ominous i hope i don't have to cry over idol this week too. fox hates me ",102,1,0
0,"@mistystilletto if it had happened to anyone else i would have peed myself laughing. i scraped my leg ",102,1,0
0,"@reldred yes #babypunch is totally addictive ",45,1,0
0,"i'm yet thinking of earthquake in abruzzo(italy) ",49,0,0
0,"think i need to start buying and using wrinkle cream ",53,0,0
0,"oh man i can't find a tenori-on anywhere! what am i going to do?! ",67,0,0
0,"it really annoys me when i'm on msn on my 360 late at night watching a dvd and i fall asleep inadvertently.  damn it lukey ",123,0,0
0,"finally home now... so hungry and now one is home ",50,0,0
0,"suppose i should start revision and stop putting this mornings session off. tweet soon ",87,0,0
0,"@britneyspears just read up about the film looks good!! although we over here are gonna have to wait for it to come out ",121,1,0
0,"@getsmart86 u watching loser? i wanna cry for sean ",51,1,0
0,"wants someone to come back ",27,0,0
0,"wishing i hadnt skipped breakfast this morning...hungry! ",57,0,0
0,"@jamsandwich i was sniffling for the first time this year at 5am today....crappy isn't it ",90,1,0
0,"@jsparsons i am starting my prep. for the pmp exam tomorrow.  can relate the feeling.",85,1,0
0,"@izzy_artest miss you too...  it's been too long! come back!",60,1,0
0,"was going to make a site updates twitter account but nahh it won't work ",73,0,0
0,"gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit! ",106,0,0
0,"am gutted checked weather report for the wrong day! no fishing for me today ",77,0,0
0,"@cadelofficial http://twitpic.com/2ved8 - i love mountains.. but i live in belgium.. ",85,1,0
0,"looks like baby is going to be born in pi ",42,0,0
0,"might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not ",124,0,0
0,"why are there kids shows on pbs right now? its supposed to be nature! ",70,0,0
0,"i suck at french ",17,0,0
0,"@cynnergies yep i also seem to get a real slowdown most evening after around 6pm gmt ",86,1,0
0,"all work and no play does not a happy linda make  can't wait for the holidays!",78,0,0
0,"hates his pills oh god why do they have to taste so fuckin horrible. 05 liter of coke to flush them down isnt even enough ",124,0,0
0,"@rainarcher can only fit 4 people max and its full  otherwise you know it would be yours .. sowwi!",100,1,0
0,"@masterballerina haha but then u'd have 2 go to cambeltown.  omg i can't even draw well in inkart.",98,1,0
0,"i always get insomnia at the most inopportune times. ",53,0,0
0,"you've all failed me ",21,0,0
0,"i can't enjoy the weather ",26,0,0
0,"i am officially alone on my twitter ",36,0,0
0,"ive been awake for so long it feels about 6pm   meh ",52,0,0
0,"@stevenghysel that seems to be a problem with twitter's timestamps. not much we can do about it ",96,1,0
0,"well this day... i would like to go out in the sun instead of sitting here looking at excel... ",96,0,0
0,"when i get mine i�m going to do a tour of copenhagen with it �;) hmmph i can't top that  .. must get thinking .. http://tinyurl.com/c2trgj",142,0,0
0,"just finished watching the new heroes episode....god i can't wait for next weeks episode  heroes ftw",101,0,0
0,"work is dragging... pretty tired only got about 2 and a half hours sleep ",73,0,0
0,"urgcolds suck ",15,0,0
0,"fta: anyone heard about this? wondering if anyone is carrying voom anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j",131,0,0
0,"is happy because i annihilated a baby huntsman in my kitchen with the cooking pan..however this means a mama one may be in hiding  fuck!!!",138,0,0
0,"about to go looking for shoes for my brother looking forward to torquay in april. not as sunny as yesterday here ",114,0,0
0,"just woke up late again! i was supposed to wake up at 6am cause there are lots of things to do... late homework mostly. ",122,0,0
0,"is boarding ek348 - as usual no upgrade from ek colombo ",57,0,0
0,"missed some good oppertunities... ",34,0,0
0,"@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner",112,1,0
0,"babies a bit sick  poor honey. having a relaxing day otherwise in israel enjoying all the fam.",95,0,0
0,"best birthday ever. untill the house sold. ",43,0,0
0,"nothings worse than planning on going to the mall with no money  damn unheavens dunks",85,0,0
0,"does not want co-worker's various lurgies ",42,0,0
0,"@jambothejourno i am indeed the one with my rlc interview in. good stuff thought i'd finally found something no-one else had ",127,1,0
0,"linkedin is being really mongy for me tonight... in fact it has just sat spinning doing nothing a few times recently ",118,0,0
0,"working too  need a break too!!!!",33,0,0
0,"what a mistake buying that dress i dont even want to go to grad anymore ",73,0,0
0,"is back in byron bay @cafe fresh missing all my melbourne friends ",67,1,0
0,"@muzzzza ur as bad as @kateedwards ",35,1,0
0,"@tombot18 oh dear. that means i won't be driven away to do something more productive ",85,1,0
0,"bugger the spray paint just showed up i spose that means no riding and doing work for me now    sad day!",106,0,0
0,"got up an hou ago now lerning again. really boring stuff ",59,0,0
0,"@leepeesa story of my life-stop looking and icaisfrank comes again ... what is this i read about a vet visit???  memories/photos may help?",138,1,0
0,"@lwmedium it is apparently the chinese government put pressure on the sa one not to let him in. whole peace conference was canceled ",133,1,0
0,"nothin like throwin up on your customers front door ",52,0,0
0,"@j_xox laterr hunn!! arghh hope i dont miss any tweets lol..gunna be at my nans later!! nooo  byeeee x x x",106,1,0
0,"@xissyx we can't go to robina all the shops will be closed because its good friday ",84,1,0
0,"@acummings i've got return tickets booked for this weekend  if the exchange rate wasn't so bad i'd go but don't mind missing it really.",136,1,0
0,"laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. ",107,0,0
0,"something's wrong. i keep getting some error graphic instead of the music player when i go to a musician's myspace page now. ",125,0,0
0,"not good.....munchkinster is not feeling well ",46,0,0
0,"@carobode i'm starting to have an headache too.. am @ school &amp; i'm so sleepy  got work 2 do this am?",104,1,0
0,"@holmpat morning pat!  another one in sunny  spain?  except its not sunny here today cloudy and raining. ",106,1,0
0,"the mighty tap are doing a one-date world tour but i will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm",126,0,0
0,"ahhh!! my webcam is messed up and won't turn on! ",49,0,0
0,"@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho ",117,1,0
0,"@andrewwright yeah that's what i was thinking. would love to get your feedback on my creative. will dm you when dentist has finished ",133,1,0
0,"big capacious wooden kitchen island 120x240 metric - thought i was buying it but we're not  photos &amp;c on request if you're interested.",139,0,0
0,"i just grew another chin ",25,0,0
0,"i'm in a confused state whether to implement a tab interface in the application currently i'm working in. ",106,0,0
0,"my sister's kitty eva had three baby-kittens yesterday but something is wrong with her and needs to go to the vet ",115,0,0
0,"@captainjohnhart most people don't realise how much they'd miss it if they couldn't do it any more ",99,1,0
0,"@_germ damn it it's so true  i need help!",42,1,0
0,"needs a ride to work  im not liking the pospect of the 84 bus!",62,0,0
0,"drinking milk+being on youtube+lonely  || emiliiee?!",52,0,0
0,"@fadyanwar its sad cause that was the last gsm company owned by egyptians also orascom was inforced to sell its share to fc ",125,1,0
0,"read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them ",138,0,0
0,"its bad that we cant buy it here ",33,0,0
0,"these days i don't feel like twittering  don't know why...",59,0,0
0,"man i want some nike air yeezy's but as i don't live in states have no chance in hell  ahh well spend the $200 on 2 pairs of sb's instead!",138,0,0
0,"frankfurt three times but i dont understand it ",47,0,0
0,"three days since my last tweet and no concern? i could have been dead peeps! the reality is i forgot my password ",113,0,0
0,"@cocoy a person who's genuinely interested in english filipino programming and teaching should make that paper. oh wait that's me. ",135,1,0
0,"@jonpaulkaiser i'm probably worse than you lol so sorry these photos are seriously long overdue  last time i buy a sony cam: rubbish!",134,1,0
0,"@deemaah but i thought i did  not my fault that you dont pay attention to my genitals!",86,1,0
0,"@overheardatmoo wish i could have participated this time ",57,1,0
0,"oh i received an answer for a ticket that is 6!!!!!! month old. this is really really  fast  #cob #ticket",105,0,0
0,"i just found out i was unsuccessful in applying for the hampshire probation job  #fb",84,0,0
0,"@claire_s will you be videoing or streaming or podcasting tweeting or anything else? can't make it unfortunately. ",115,1,0
0,"has got work again today ",25,0,0
0,"@ollyog well not far from the station by the looks of it just head there ;) i'm actually jealous would love to be in belgium right now ",135,1,0
0,"insomnia kickin in  i hate this!!!",34,0,0
0,"@laura6476 no im not     we are gunna go this hols though.   i really want to see him ",86,1,0
0,"dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(",93,0,0
0,"ugh coffee please! being at work at 6.45 is not good for my brain it is now officialy melting ",95,0,0
0,"@ambermatson it's terrible isn't it. don't expect many earthquakes in euruope certainly not bad ones ",102,1,0
0,"@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. i even hear they're playing ldn tomorrow!",138,1,0
0,"no snoo-snoo for you ",21,0,0
0,"the computers might be operational but there still isn't much to do ",68,0,0
0,"i think the wifi on my iphone is broken. it will &quot;connect&quot; but when i actually have to use it that's another story... ",129,0,0
0,"@lejeff oh pants! i'm hanging out with the old folks back  in england   defo b up 4 1 when i get back. tho ",107,1,0
0,"watching death race....found out sandra cantu is dead ",54,0,0
0,"pizza night and i feel too sick ",32,0,0
0,"is playing basketball today? lol. i wanna go to the pub ",56,0,0
0,"@frumiousme t'was the antibiotics for root canal.  will take polaramine tonight for hives other symptoms have gone now thank goodness.",135,1,0
0,"is not impressed with the rain- i wanted to go market shopping  bleh.",69,0,0
0,"@choadmalma i wish i could link things as good as you ",54,1,0
0,"yep...it's been 6 weeks  a lady at our church is watching her.",62,0,0
0,"@darraghdoyle ah pox say it isn't so ",38,1,0
0,"it's raining outside. looks like snow but it's raining ",55,0,0
0,"@mousenator cry? ",17,1,0
0,"@andy_cyrus im still awake too lol cant sleep  glad your up tho (:",66,1,0
0,"@kellymreynolds yep...it's been 6 weeks  a lady at our church is watching her.",78,1,0
0,"@jasonvonberg i've advertised on our blog through career sites and used agencies... not sure how else i can go about it.... ",125,1,0
0,"@iamnipper last week  they've got the bike minus a saddle",57,1,0
0,"@justagirl79 that's great about your license! wish you'd got the rest of it back. ",82,1,0
0,"pissed coz a friend is to busy to see me2day ",45,0,0
0,"coffee @33 is turning into starbucks (feral children-wise) ",59,1,0
0,"@achmadsirman yeah i am infact the spray paint is for the mutt i got real delayed with some problems so not finished either yet ",130,1,0
0,"at my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day.. ",128,0,0
0,"@axon those got cancelled  now everybody else is rattling my brains &amp; makin me cuss something terrible!!",108,1,0
0,"tiredd  nothing to do today ",28,0,0
0,"@gvenk thanks! @alexandernl sorry ",34,1,0
0,"mew  today is a prescribed opiate day me thinks - grr ",54,0,0
0,"@ladybug27 damn! i missed out? why didn't you invite me? ",57,1,0
0,"@rellyab will likely be unable to attend - crying all the way home ",67,1,0
0,"@spanx except i missed last weeks s.lee and now it's gone from iplayer ",71,1,0
0,"@jamrock where did top cat go? ",31,1,0
0,"has got a cold coming  how shite!!",34,0,0
0,"@kev_nz lol better let aboy021 know if he's doing the deploy before his 9:30 bedtime. hope you are feeling better. being sick sux ",130,1,0
0,"not able to sleep.  ",20,0,0
0,"that was it folks spring's gone and winter is back...it's snowing outside ",75,0,0
0,"pissed coz a friend is too busy to see me2day ",46,0,0
0,"@bradqb13 i know the feeling man. just lay low for a while. some people are just like that ... ",95,1,0
0,"weather cloudy again everyday same time rainy  ",48,0,0
0,"is revising ",12,0,0
0,"@catvix i am? news to me. and sorry to hear about the job ",58,1,0
0,"red jaguars blue barracudas green monkeys orange iguanas purple parrots and silver snakes... remember legends of the hiddent temple? ",137,0,0
0,"@hairpins haha well what makes you think you don't use big words too? sadistic! :p what did i say any way? and no i don't sorry babe ",134,1,0
0,"@frumph i'd hug you too!  poor frumph.....  ",45,1,0
0,"andre riue on neighbours..what has the world come to...internets down  lol",74,0,0
0,"looks like rain today bet it buckets down as soon as i step outside front door always the way !!!! downhill all the way from today ",134,0,0
0,"@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant ",102,1,0
0,"coughing up a lung - again !  i've had this on and off since xmas ",66,0,0
0,"ive got a poorly tongue after i burnt it on my chilli last night  had a lovely day yday to.. thanks guys!",105,0,0
0,"im up guys  lloll",17,0,0
0,"@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know meleney has it but dunno how good sound pickup is.",134,1,0
0,"@lauraechilds fine i wont make it up to you  check your dm?",59,1,0
0,"quite sick going to doctor now ",31,0,0
0,"bad day ",8,0,0
0,"taking the rents to the airport...not excited about being up this early.have to go to work at 8. ",97,0,0
0,"just poked herself in the eye the mascara  but i love mascara its a god sent",77,0,0
0,"@michatagana shame what's wrong? ",34,1,0
0,"i've just got my streetcar essay back from jerry and its still no good... ah man this is gonna be a bad day ",108,0,0
0,"tonights episode of house was sad  i can't believe he left the show! i can't stay awake anymore i'm mad tired. had a long day. sleep time!",138,0,0
0,"it's 5:23 and i've been sitting around barely watching i'm not there. i really wanted to see that movie but i keep getting distracted. ",136,0,0
0,"last day at home today  catching the train at 10am tomorrow. has been a nice break! but now i need some breakfast a shower and a shave!",136,0,0
0,"has a poorly cat at home i want to be their to hold her fur back and pass her tissues ",87,0,0
0,"@chester_see yes i often take the risk of running down the dlr steps but today i just missed that last step and twisted my ankle. ",131,1,0
0,"why does it take so long to go through one lecture which only took 52 mins to give?! and it's sunny outside. someone is mocking me ",131,0,0
0,"another assignment to be done! an dinner with dad tomoz! ",57,0,0
0,"@jenmcj will check it out. just want a couple to read while away. new one at liquid silver. just some good reads-read some rubbish lately ",138,1,0
0,"working  but looking 4ward 2 thailand and this weeks bank holiday weekend!",74,0,0
0,"ewww cookies and cola dont mix well together...my tummy hurts now ",66,0,0
0,"@childrensjewell so damn annoying when that happens isn't it??  hope she doesn't copy your work ",96,1,0
0,"eminem we made you is gawbage[/rosci] !  imma cop asher roth's album instead fuck em on his &quot;ass like that &quot; flow",123,0,0
0,"beeen awake for awile.. sick ",29,0,0
0,"@mokshjuneja yesh it's a bank holiday but everyone else is working. trains traffic everything screwed as usual ",113,1,0
0,"bleh. i strongly dislike working at 5:45am everyday.  ",54,0,0
0,"headache. still a little sleepy! i miss ma babyy soo damn much right noww  wakee upp!",85,0,0
0,"flight of the conchords album has *vanished* from spotify  what gives @spotify_com ?",84,1,0
0,"@leahearnshaw awww i'm sorry ",29,1,0
0,"spring is finally here! cherry blossoms galore! such a shame they are so temporary ",83,0,0
0,"head got bashed by a door today. ",33,0,0
0,"@milkymoomoo yuk! end of year accounts   i need to make a start of mine too!",76,1,0
0,"this is amazing. but i can only get 41 words per minute  http://play.typeracer.com/",83,0,0
0,"@flowersophy i slept so much when i was a little girl! i just started to not sleep as well when i turned 20 ",109,1,0
0,"why do friends feast while you are on fast ",43,0,0
0,"bored of sims for today  still thinking of a name for me and lukes youtube account to post our awesome new vid on  ideas people!!",129,0,0
0,"i want to be trendy ",20,0,0
0,"tierd  whats pt swagger mean.. i love the sound of it",53,0,0
0,"feels like i have neglected twilight im sorry  lol",50,0,0
0,"@katestar oh yes extremely fun when whoever you talk to actually doesn't want to talk to you... i'm so lonely ",111,1,0
0,"added the dns system compatibility is okay and am looking forward to the possibilities now open. but i need to rework the intro sequence ",138,0,0
0,"no cold water tap in our bathroom  i miss my cold water",55,0,0
0,"another shoe throwing incident! journalist jarnail singh threw a shoe at home minister chidambaram!! bt missed target ",118,0,0
0,"broke my tooth yesterday  it feels like it's spilt in half.",59,0,0
0,"@wonginator i wish i was on spring break... ",44,1,0
0,"@theresaxo i still can't believe you have to move. i will be over after work to help paint. aww rip your walllllll ",115,1,0
0,"@justanotherjerk i wanna c &quot;no doubt&quot; soooo bad!!! ",61,1,0
0,"aw - snapcase arent getting back together... i must have dreamt it    ",70,0,0
0,"@jonathanrknight  you sure did do some tweets and i missed them  glad to see you're enjoying urself always nice to hear from you. x",133,1,0
0,"wishing we had fast internet now....not in 8 years!  http://bit.ly/i72oi",72,0,0
0,"getting ready for work... 6:30-3:15..  ..",41,0,0
0,"stooopppiddd abbey national!! i need to get dosh out and its blooming shut! ",76,0,0
0,"@imagethief i know where you found that... but your url is so much tinier than mine ",84,1,0
0,"finding it incredibly unfair that mom got more tan than i even though i spent more time in the sun  miss him like crazy!",121,0,0
0,"@dr_black yes i was invited but will be in san francisco. very sorry to miss it ",81,1,0
0,"my dota ladder stats on garena don't seem to have been updated ",63,0,0
0,"leanne is angry at me ",22,0,0
0,"@michatagana ahh i'm sorry  there's a nasty virus going around apparently...shame atagana! ",91,1,0
0,"amber i don't know how often you check this but i really miss you right now. like really really. so friggen much  i want a hug &lt;/beth&gt;",142,0,0
0,"ate too many oreos yesterday. feel very sick today ",51,0,0
0,"@mauricedb i tried the sitecom one to but felt to toy-like ",60,1,0
0,"i will never like getting up at 5 am  dumb work schedule.",57,0,0
0,"need cuddling now ",18,0,0
0,"http://tr.im/imov �i b�c h?i tho?i th? l� gi� t? cu?c ??i r?i ( m�nh v?n c�n nh? c�i nh� t?p th? b� t� c?a b�c � ? ch? tr?i ",149,0,0
0,"awww my whitestrips are not staying on ",39,0,0
0,"soluna is slower than accord ",29,0,0
0,"@contendo shit... that's horrible! poor kid... ",47,1,0
0,"btw eventbox is available for free on macheist for every visitors. unfortunately i switched to tweetdeck  http://macheist.com",125,0,0
0,"my back is in bits ",19,0,0
0,"hmm so the sun shining brightly thru my curtains lit up my room n woke me up  cnt sleep nw 10 is way too early to wake up! ",125,0,0
0,"hates maths tuition on a holiday..wanted to sync my i-pod with the latest tracks nd podcasts ! will have to wait until im bck  #fb",130,0,0
0,"v?a b� d?y kh?i gi??ng. m?t qu� ",36,0,0
0,"@garcevisage  aww did your mic work at all?",43,1,0
0,"@gemmaface awww gemma i hope you're not ",41,1,0
0,"where's my 'search' bar? how come aoife got one and i didn't? twitter must like her better than me ",99,0,0
0,"@suilin nobuuuuuuu!!! you evil evil girl ",41,1,0
0,"i wish i were playing reindeer games up at fowler... ",53,0,0
0,"trying to write an essay in english. painful ",45,0,0
0,"@missymoouk oh no!!  i know. i haven't cried that much since wham split up.....",79,1,0
0,"mommy... is school closed today? ",33,0,0
0,"@westendactress nooo u shudent have deleted it  x",49,1,0
0,"@kaitlinmonroe aw that sounds so fun! i'm so bummed that i missed it  did you get to meet anyone?",98,1,0
0,"trying to check my phone bill online seems like it doesn't like me though! ",75,0,0
0,"manu ginobili is out for the rest of the season and the playoffs  ",66,0,0
0,"yeh totally dig firebug but enuff is enuff gonna start using safari4/charles + ditch ff and see how debugging goes too many ff crashes ",137,0,0
0,"sad movies make me think of things that i don't really wanna think about ",73,0,0
0,"i wish there was something for dinner. ",39,0,0
0,"im up... i slept an hour last night... death.... ",49,0,0
0,"off to pick up the dog doctor's note and back to work ",56,0,0
0,"just been given ma marching orders gotta go do some work yay ",63,0,0
0,"moving moving moving keep those boxes moving rawhide!! think i've gone delirious from moving ",95,0,0
0,"why is changes by 2pac not on itunes? boo ",42,0,0
0,"ugh.  stupid bug in spamassassin rule-qa backend discovered it's going to take some fixing at some point.  adding to the todo list ",132,0,0
0,"@babyvtec yeah.. hw ",20,1,0
0,"handyman just cancelled on me ",30,0,0
0,"hi twiitters  i ammm sooooo tired right nowwww . falling asleep on msn ! i am thinking a less lazy day today ;p xx",114,0,0
0,"fed up of being ill ",20,0,0
0,"wow. everyone has abandoned twitter ",36,0,0
0,"just been given ma marching orders gotta go do some work yay  ",64,0,0
0,"@andrerib oh today it is not possible for me  family matters but i will try to attend next !",94,1,0
0,"gd mornin world. i hav a cold.. my throat is burnin! ",53,0,0
0,"morning people. away to get some breakfast and then sort myself out and then must start on hwm no lazing about today  xx",120,0,0
0,"guess i should go to bed... have to be up in 5.5 hours... haven't been able to sleep lately too stressed about website not being done yet ",138,0,0
0,"@aventure that's windows for you... i get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me",138,1,0
0,"@babyvtec geez it's so late for you!! good luck at work tomorrow  i am soooo knackered too. love you!",101,1,0
0,"just been given ma marching orders gotta go do some work yay.........  ",73,0,0
0,"@danaeatsyou   hahaha im sorry  i didnt mean to. and you're supposed to film the day of silly! thats cheating doing it the day before!",134,1,0
0,"@donniewahlberg wise words but life sometimes doesn't work out as you plan life has a habit of kicking you when you're down. ",126,1,0
0,"gosh  it is raining in summer cause of the global warming?",58,0,0
0,"@pigman i love the cooler trenchcoat weather!! but dnw the darker evenings as it's scary to run at night ",105,1,0
0," i close my eyes nd i see your face..:/ whens it gonna stop? ::sigh times 5::",77,0,0
0,"i have packed off hubby to bristol! missing him already ",56,0,0
0,"doing homework ",15,0,0
0,"@hopeok but i will be soon.  -dies-",35,1,0
0,"@rustyrockets i'll give you a fiver towards the fine - not much but im skint from paying for  al darlings eyebrow waxing ",122,1,0
0,"hmm a request for me to feature an app on my site from a &quot;merketing specialist&quot; (sic) addressed to &quot;dear editor!&quot;  oh dear ",144,0,0
0,"@nishitd no!  i missed everything.. 1/4 onwards. stupid work getting in the way of tennis.  ",92,1,0
0,"thought this being a 4-day week would make tuesday more bearable. i was wrong ",78,0,0
0,"i'm more tired than a very tired thing today. ",46,0,0
0,"@mark_mulligan exactly! that was the core of my concept for virgin. just a shame the money ran out before we could realise it ",126,1,0
0,"@jonathanchong i could do with a long week ",43,1,0
0,"@ambermatson yes seems to have been much worse than normal over past few months ",81,1,0
0,"just found the most gorgeous pair of vintage dior sunglasses... they are �125 though ",87,0,0
0,"i am a work martyr. give me chocolate coffee and sympathy. and now my cat's decided she's dying ",97,0,0
0,"nothing much not well in bed all day!!! ",42,0,0
0,"looking at the rain fall in rotterdam.. ",40,0,0
0,"@eoghanquigg wish i could but i'm no where near belfast  -- love the new song btw!",82,1,0
0,"fever has started  anyone have any miracle cures for a cold?",60,0,0
0,"i have just really really splattered the bowl ",47,0,0
0,"why do most videos i play skip and jump ",40,0,0
0,"is hungover  and just wants to stay in bed all day ?",52,0,0
0,"i just set up a twitter profile for one of my colleagues and noticed he's got a much more swish sidebar - how do i get that? ",125,0,0
0,"had a great 21st birthday but is sick as with the flu ",54,0,0
0,"@fromthestars i wanna go to an amusement park.  ek is getting tired. :|",71,1,0
0,"just had myself as driving lesson went pretty well.  need to stop crossing my hands over on the wheel apparently though bad times ",132,0,0
0,"found a nice lake-side park with a small beach but . . . no grills   oh well . . . i'll have to keep looking - another time.",125,0,0
0,"@billbeckett did you know tai means shit in indonesian. ",56,1,0
0,"is dreading tomorrow   i hate hospitals especially when it's your baby that is the patient.",92,0,0
0,"not feeling so hot ",19,0,0
0,"@jedi58 yup. the whole game was amazing technically it looked great. gutted i sold the game and my original xbox now actually. ",128,1,0
0,"is not looking forward to working today ",40,0,0
0,"blooming great change of weather now i have a cold just my luck don't seem to be having much luck lately... life sucks at the mo ",132,0,0
0,"@playandstay well i've actually only been to thorpe park   so i'm sooo looking forward to alton towers!",103,1,0
0,"wants to go out badly ",22,0,0
0,"this is way to early to go to work ",35,0,0
0,"@bradiewebbstack sway sway tour in julyyyyy! exitedd muchh  follow me pleaseeee? i need more followerss ",104,1,0
0,"living on neurofen for another day. please go away headache. ",61,0,0
0,"is gonna start revising for exams in may ",41,0,0
0,"@ladyerlynne awwww.  you could always post in the transfig classroom with sharmila",82,1,0
0,"i have to go to the library and get some books on the bloody was  i really can't be bothered with these a levels anymore",120,0,0
0,"nothinn  nothings on tv  maybe they've run out of programs",58,0,0
0,"@retracelady @djslump morning! oh no more of them?  #terremoto #earthquake #italy",82,1,0
0,"is seriously wondering what the australian public were thinking by kicking my baby kat off of sytycd!  i miss her already...",124,0,0
0,"so today is apparently cuddle up day. and i have no one to cuddle up with. ",75,0,0
0,"@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx",98,1,0
0,"@winetweat: sorry  but follow us we're going to publish pictures and video and sometimes also in english",105,1,0
0,"@quinparker i find that in this age of internettery this is how you perfectly express sorrow and empathy for another's pain ",126,1,0
0,"argh finally figured out whats killing 'inquizitor' games on jailbroken devices. about 30 1 star reviews too late though!  fix on the way",137,0,0
0,"considering new business name which means new logo and website. finding it very difficult to pick a name though. been 2 weeks  #fail",133,0,0
0,"office time.!! ",15,0,0
0,"@beatccr i can't wait to read that one...still waiting on my copy ",66,1,0
0,"having lunch on my desk while i work ",37,0,0
0,"wants an iphone ",16,0,0
0,"its april! stop snowing!!! ",27,0,0
0,"trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing ",113,0,0
